"id_ship","local_name_ru","local_name_en","rank","faction_id","faction_name_ru","ship_class_id","ship_class_name_ru","class_name_ru","role_id","role_name_ru","catalog_scope","branch_id","branch_name_ru","tree_tier","tree_row","parent_ship_id","required_technology","hull_id","claudium_loop_id","special_module_id","upgrade_hull_id","upgrade_claudium_loop_id","upgrade_special_module_id","visual_model_id","visual_shape_id","visual_color_hex","cost_currency_item","cost_amount","research_cost_amount","firepower","armor","durability","speed","maneuverability","cargo","cargo_capacity_tons","utility","summary_ru","defense","mobility","stealth","warfare","mining","harvesting","hunting","hacking","salvage","survey","repair","lore_ru"
"factory_ark_mechanized_citadel_battleship_r06","Башня","Башня","6","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","mechanized_citadel","MechanizedCitadel","development","mechanized_citadel_battleship","MechanizedCitadelBattleship","6","6","factory_ark_mechanized_citadel_battleship_r05","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","790000","18500","65","53","53","25","25","47","3600","61","MechanizedCitadelBattleship R6.","74","25","18","80","","","","","58","56","","Башня развивает линию «боевой носитель»: линейный корабль-носитель с несколькими звеньями боевых автоматонов и скорострельными бронебойными пушками. Шестой ранг уже строится как носитель системы, а не как корпус с прикрученным модулем. В характеристиках сейчас сильнее всего видны вооружение и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_mechanized_citadel_battleship_r07","Кастелян","Кастелян","7","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","mechanized_citadel","MechanizedCitadel","development","mechanized_citadel_battleship","MechanizedCitadelBattleship","7","6","factory_ark_mechanized_citadel_battleship_r06","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","1950000","44000","99","61","61","24","24","50","3820","67","MechanizedCitadelBattleship R7.","78","25","19","90","","","","","64","64","","Кастелян развивает линию «боевой носитель»: линейный корабль-носитель с несколькими звеньями боевых автоматонов и скорострельными бронебойными пушками. С этого места ветка делает ставку на точные механизмы и перфокарточную логику управления. В характеристиках сейчас сильнее всего видны вооружение и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_mechanized_citadel_battleship_r08","Легат","Легат","8","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","mechanized_citadel","MechanizedCitadel","development","mechanized_citadel_battleship","MechanizedCitadelBattleship","8","6","factory_ark_mechanized_citadel_battleship_r07","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","4750000","104000","99","69","69","23","23","53","4000","77","MechanizedCitadelBattleship R8.","81","26","20","94","","","","","72","68","","Легат развивает линию «боевой носитель»: линейный корабль-носитель с несколькими звеньями боевых автоматонов и скорострельными бронебойными пушками. Восьмой ранг получает дорогие высокоточные узлы, из-за которых корабль заметно взрослеет. В характеристиках сейчас сильнее всего видны вооружение и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_mechanized_citadel_battleship_r09","Цитадель","Цитадель","9","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","mechanized_citadel","MechanizedCitadel","development","mechanized_citadel_battleship","MechanizedCitadelBattleship","9","6","factory_ark_mechanized_citadel_battleship_r08","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","11000000","232000","79","70","70","29","29","55","4180","78","MechanizedCitadelBattleship R9.","84","29","20","97","","","","","80","70","","Цитадель развивает линию «боевой носитель»: линейный корабль-носитель с несколькими звеньями боевых автоматонов и скорострельными бронебойными пушками. Девятый ранг почти закрывает задачу линии, оставляя финалу последний прирост масштаба и надежности. В характеристиках сейчас сильнее всего видны вооружение и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_mechanized_citadel_battleship_r10","Архимашина","Архимашина","10","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","mechanized_citadel","MechanizedCitadel","development","mechanized_citadel_battleship","MechanizedCitadelBattleship","10","6","factory_ark_mechanized_citadel_battleship_r09","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","25500000","520000","99","78","78","29","29","57","4350","78","MechanizedCitadelBattleship R10.","86","30","21","100","","","","","84","74","","Архимашина - финальный T1-образец линии «боевой носитель»: линейный корабль-носитель с несколькими звеньями боевых автоматонов и скорострельными бронебойными пушками, доведенный до предела. Вооружение выходит в максимум за счет дронов и пушек, сальваж и обзор растут как побочный эффект охоты на машины. Поэтому в цифрах первыми читаются вооружение и живучесть, а слабый ремонт самого корпуса компенсируется активной работой лучей и автоматонов."
"factory_ark_automaton_factory_battleship_r02","Цех","Цех","2","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","2","7","factory_ark_starter","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","18000","250","0","31","31","15","15","42","3200","35","AutomatonFactoryBattleship R2.","48","17","16","","18","","","","40","34","","Цех развивает линию «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами. Это ранний корпус, где заводная автоматика еще груба, но уже полезнее ручной команды. В характеристиках сейчас сильнее всего видны живучесть и сальваж; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_automaton_factory_battleship_r03","Верстак","Верстак","3","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","3","7","factory_ark_automaton_factory_battleship_r02","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","49000","860","8","41","41","24","24","46","3500","52","AutomatonFactoryBattleship R3.","54","19","16","10","26","12","","12","55","44","","Верстак развивает линию «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами. На третьем ранге Ковчеги укрепили посадочные места автоматонов и сделали работу дронов надежнее. В характеристиках сейчас сильнее всего видны сальваж и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_automaton_factory_battleship_r04","Конвейер","Конвейер","4","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","4","7","factory_ark_automaton_factory_battleship_r03","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","128000","2550","14","39","39","25","25","51","3900","50","AutomatonFactoryBattleship R4.","58","21","18","16","36","18","","24","62","52","14","Конвейер развивает линию «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами. Четвертый ранг приносит первые взрослые блоки X-Ray, ремонта или сальважа, которые начинают задавать ветку. В характеристиках сейчас сильнее всего видны сальваж и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_automaton_factory_battleship_r05","Автомат","Автомат","5","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","5","7","factory_ark_automaton_factory_battleship_r04","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","315000","7000","25","50","50","19","19","57","4300","78","AutomatonFactoryBattleship R5.","64","20","19","24","44","26","","34","76","60","24","Автомат развивает линию «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами. Пятый ранг стал ответом на долгие рейды: кораблю нужно дольше держать дронов в работе и меньше терять темп. В характеристиках сейчас сильнее всего видны сальваж и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_automaton_factory_battleship_r06","Сборка","Сборка","6","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","6","7","factory_ark_automaton_factory_battleship_r05","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","760000","17000","36","62","62","19","19","62","4700","78","AutomatonFactoryBattleship R6.","70","21","20","32","52","34","","46","82","64","36","Сборка развивает линию «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами. Шестой ранг уже строится как носитель системы, а не как корпус с прикрученным модулем. В характеристиках сейчас сильнее всего видны сальваж и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_automaton_factory_battleship_r07","Манипулятор","Манипулятор","7","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","7","7","factory_ark_automaton_factory_battleship_r06","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","1860000","41000","42","62","62","24","24","67","5100","73","AutomatonFactoryBattleship R7.","74","23","21","38","58","40","","56","88","68","50","Манипулятор развивает линию «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами. С этого места ветка делает ставку на точные механизмы и перфокарточную логику управления. В характеристиках сейчас сильнее всего видны сальваж и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_automaton_factory_battleship_r08","Фабрикатор","Фабрикатор","8","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","8","7","factory_ark_automaton_factory_battleship_r07","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","4500000","96000","43","82","82","28","28","72","5500","81","AutomatonFactoryBattleship R8.","78","24","22","42","62","44","","64","92","72","58","Фабрикатор развивает линию «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами. Восьмой ранг получает дорогие высокоточные узлы, из-за которых корабль заметно взрослеет. В характеристиках сейчас сильнее всего видны сальваж и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_automaton_factory_battleship_r09","Мануфактор","Мануфактор","9","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","9","7","factory_ark_automaton_factory_battleship_r08","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","10400000","215000","43","77","77","20","20","78","5900","99","AutomatonFactoryBattleship R9.","80","24","23","44","65","46","","70","98","76","68","Мануфактор развивает линию «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами. Девятый ранг почти закрывает задачу линии, оставляя финалу последний прирост масштаба и надежности. В характеристиках сейчас сильнее всего видны сальваж и живучесть; крупная цитадель Ковчегов требует держать дистанцию и работать через машины."
"factory_ark_automaton_factory_battleship_r10","Фабрика","Фабрика","10","factory_ark","Заводные Ковчеги","battleship","Battleship","Battleship","automaton_factory","AutomatonFactory","development","automaton_factory_battleship","AutomatonFactoryBattleship","10","7","factory_ark_automaton_factory_battleship_r09","basic_airship","","","","","","","placeholder_square","square","#B36B2C","freight","24000000","480000","44","77","77","22","22","83","6300","99","AutomatonFactoryBattleship R10.","82","25","24","46","68","48","","76","100","80","78","Фабрика - финальный T1-образец линии «фабрика автоматонов»: промышленный линкор-фабрика с боевым крылом, двумя промышленными крыльями, X-Ray и ремонтными лучами, доведенный до предела. Сальваж почти максимален, а взлом, обзор, ремонт и добыча растут как единая фабричная экосистема. Поэтому в цифрах первыми читаются сальваж и живучесть, а слабый ремонт самого корпуса компенсируется активной работой лучей и автоматонов."
"devourers_harpoon_frigate_r02","Крючок","Крючок","2","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","2","0","devourers_starter","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","9000","140","14","11","11","84","84","23","30","22","HarpoonFrigate R2.","12","78","54","14","","","24","","","","","Крючок развивает линию «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами. Это ранняя охотничья машина, еще грубая, но уже построенная вокруг гарпуна, дроби и короткого сближения. В характеристиках сейчас сильнее всего видны мобильность и маскировка; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_harpoon_frigate_r03","Зубец","Зубец","3","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","3","0","devourers_harpoon_frigate_r02","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","25000","460","22","14","14","80","80","27","35","32","HarpoonFrigate R3.","15","82","56","22","","","34","","","","","Зубец развивает линию «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами. На третьем ранге Пожиратели усиливают то, что реально кормит флот: удержание добычи и быстрый выход из тарана. В характеристиках сейчас сильнее всего видны мобильность и маскировка; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_harpoon_frigate_r04","Канат","Канат","4","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","4","0","devourers_harpoon_frigate_r03","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","60000","1250","27","15","15","76","76","28","37","42","HarpoonFrigate R4.","17","80","58","28","","","44","","","","","Канат развивает линию «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами. Четвертый ранг получает первые взрослые охотничьи узлы, но все еще платит за них мягкими бортами. В характеристиках сейчас сильнее всего видны мобильность и маскировка; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_harpoon_frigate_r05","Улов","Улов","5","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","5","0","devourers_harpoon_frigate_r04","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","135000","3200","35","20","20","99","99","30","39","50","HarpoonFrigate R5.","20","88","55","35","","","54","","","","","Улов развивает линию «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами. Пятый ранг стал ответом на более крупных левиафанов и первые встречи с бронированными целями. В характеристиках сейчас сильнее всего видны мобильность и маскировка; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_harpoon_frigate_r06","Гарпун","Гарпун","6","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","6","0","devourers_harpoon_frigate_r05","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","310000","7800","35","20","20","94","94","32","42","63","HarpoonFrigate R6.","23","90","56","38","","","62","","","","","Гарпун развивает линию «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами. Шестой ранг уже строят вокруг конкретного способа убить или утащить добычу, а не вокруг универсальности. В характеристиках сейчас сильнее всего видны мобильность и охота; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_harpoon_frigate_r07","Рывкач","Рывкач","7","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","7","0","devourers_harpoon_frigate_r06","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","720000","18000","43","29","29","99","99","35","46","61","HarpoonFrigate R7.","27","94","54","44","","","66","","","","","Рывкач развивает линию «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами. С этого места линия принимает настоящий промысловый характер: больше гарпунов, больше риска и больше ремонта после боя. В характеристиках сейчас сильнее всего видны мобильность и охота; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_harpoon_frigate_r08","Ловчий","Ловчий","8","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","8","0","devourers_harpoon_frigate_r07","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","1650000","42000","52","30","30","88","88","37","48","69","HarpoonFrigate R8.","30","91","56","50","","","72","","","","","Ловчий развивает линию «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами. Восьмой ранг получает дорогие механические узлы, которые раньше выдерживали только старшие корпуса. В характеристиках сейчас сильнее всего видны мобильность и охота; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_harpoon_frigate_r09","Хват","Хват","9","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","9","0","devourers_harpoon_frigate_r08","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","3750000","92000","41","31","31","99","99","38","49","77","HarpoonFrigate R9.","32","95","57","52","","","78","","","","","Хват развивает линию «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами. Девятый ранг почти закрывает идею ветки, оставляя финальному кораблю последнюю жесткую перегрузку. В характеристиках сейчас сильнее всего видны мобильность и охота; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_harpoon_frigate_r10","Крюк","Крюк","10","devourers","Пожиратели","frigate","Frigate","Frigate","harpoon","Harpoon","development","harpoon_frigate","HarpoonFrigate","10","0","devourers_harpoon_frigate_r09","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","8400000","205000","52","31","31","99","99","38","50","77","HarpoonFrigate R10.","34","96","58","55","","","82","","","","","Крюк - финальный T1-образец линии «малый гарпун»: маневренный фрегат-охотник, который цепляет некрупных левиафанов, подтягивается и добивает их дробью или бомбами, доведенный до предела. Охота и мобильность растут первыми, а вооружение остается ближним и плохо спорит с тяжелой броней. Поэтому в цифрах первыми читаются мобильность и охота, а плохая броня бортов остается платой за охотничью агрессию Пожирателей."
"devourers_brawler_frigate_r02","Кулак","Кулак","2","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","2","1","devourers_starter","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","11000","160","23","16","16","70","70","26","34","0","BrawlerFrigate R2.","18","68","40","26","","","","","","","","Кулак развивает линию «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор. Это ранняя охотничья машина, еще грубая, но уже построенная вокруг гарпуна, дроби и короткого сближения. В характеристиках сейчас сильнее всего видны мобильность и маскировка; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_brawler_frigate_r03","Драчун","Драчун","3","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","3","1","devourers_brawler_frigate_r02","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","29000","520","28","23","23","80","80","31","40","0","BrawlerFrigate R3.","23","74","39","32","","","","","","","","Драчун развивает линию «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор. На третьем ранге Пожиратели усиливают то, что реально кормит флот: удержание добычи и быстрый выход из тарана. В характеристиках сейчас сильнее всего видны мобильность и маскировка; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_brawler_frigate_r04","Тесак","Тесак","4","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","4","1","devourers_brawler_frigate_r03","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","70000","1450","45","21","21","62","62","32","42","8","BrawlerFrigate R4.","25","66","38","44","","","8","","","","","Тесак развивает линию «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор. Четвертый ранг получает первые взрослые охотничьи узлы, но все еще платит за них мягкими бортами. В характеристиках сейчас сильнее всего видны мобильность и вооружение; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_brawler_frigate_r05","Кабан","Кабан","5","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","5","1","devourers_brawler_frigate_r04","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","160000","3700","44","30","30","73","73","35","46","10","BrawlerFrigate R5.","31","72","43","48","","","12","","","","","Кабан развивает линию «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор. Пятый ранг стал ответом на более крупных левиафанов и первые встречи с бронированными целями. В характеристиках сейчас сильнее всего видны мобильность и вооружение; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_brawler_frigate_r06","Лом","Лом","6","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","6","1","devourers_brawler_frigate_r05","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","365000","9000","44","38","38","66","66","38","50","18","BrawlerFrigate R6.","36","70","44","54","","","18","","","","","Лом развивает линию «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор. Шестой ранг уже строят вокруг конкретного способа убить или утащить добычу, а не вокруг универсальности. В характеристиках сейчас сильнее всего видны мобильность и вооружение; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_brawler_frigate_r07","Рубака","Рубака","7","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","7","1","devourers_brawler_frigate_r06","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","850000","21000","51","41","41","65","65","42","54","23","BrawlerFrigate R7.","40","72","46","60","","","22","","","","","Рубака развивает линию «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор. С этого места линия принимает настоящий промысловый характер: больше гарпунов, больше риска и больше ремонта после боя. В характеристиках сейчас сильнее всего видны мобильность и вооружение; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_brawler_frigate_r08","Кромсач","Кромсач","8","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","8","1","devourers_brawler_frigate_r07","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","1950000","49000","61","42","42","64","64","44","57","24","BrawlerFrigate R8.","42","73","47","66","","","25","","","","","Кромсач развивает линию «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор. Восьмой ранг получает дорогие механические узлы, которые раньше выдерживали только старшие корпуса. В характеристиках сейчас сильнее всего видны мобильность и вооружение; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_brawler_frigate_r09","Бугай","Бугай","9","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","9","1","devourers_brawler_frigate_r08","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","4400000","108000","75","44","44","65","65","45","59","27","BrawlerFrigate R9.","44","74","42","76","","","28","","","","","Бугай развивает линию «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор. Девятый ранг почти закрывает идею ветки, оставляя финальному кораблю последнюю жесткую перегрузку. В характеристиках сейчас сильнее всего видны вооружение и мобильность; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_brawler_frigate_r10","Бойня","Бойня","10","devourers","Пожиратели","frigate","Frigate","Frigate","brawler","Brawler","development","brawler_frigate","BrawlerFrigate","10","1","devourers_brawler_frigate_r09","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","9900000","238000","78","44","44","73","73","46","60","27","BrawlerFrigate R10.","46","76","45","80","","","30","","","","","Бойня - финальный T1-образец линии «дробовой ближний бой»: крепкий фрегат с несколькими дробовыми пушками, который живет коротким входом в упор, доведенный до предела. Вооружение растет быстрее всего, живучесть догоняет его позже, а охота остается вторичной возможностью. Поэтому в цифрах первыми читаются вооружение и мобильность, а плохая броня бортов остается платой за охотничью агрессию Пожирателей."
"devourers_ore_hauler_frigate_r02","Короб","Короб","2","devourers","Пожиратели","frigate","Frigate","Frigate","ore_hauler","OreHauler","development","ore_hauler_frigate","OreHaulerFrigate","2","2","devourers_starter","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","11000","160","0","15","15","41","41","38","50","21","OreHaulerFrigate R2.","17","44","28","","24","","","","","","","Короб развивает линию «рудный обоз»: редкий для Пожирателей грузовой фрегат с магнитом и привычкой ловить падающую руду корпусом. Это ранняя охотничья машина, еще грубая, но уже построенная вокруг гарпуна, дроби и короткого сближения. В характеристиках сейчас сильнее всего видны мобильность и маскировка; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_ore_hauler_frigate_r03","Мешок","Мешок","3","devourers","Пожиратели","frigate","Frigate","Frigate","ore_hauler","OreHauler","development","ore_hauler_frigate","OreHaulerFrigate","3","2","devourers_ore_hauler_frigate_r02","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","29000","520","0","16","16","45","45","42","54","29","OreHaulerFrigate R3.","19","48","34","","32","","","","","","","Мешок развивает линию «рудный обоз»: редкий для Пожирателей грузовой фрегат с магнитом и привычкой ловить падающую руду корпусом. На третьем ранге Пожиратели усиливают то, что реально кормит флот: удержание добычи и быстрый выход из тарана. В характеристиках сейчас сильнее всего видны мобильность и маскировка; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_ore_hauler_frigate_r04","Тюк","Тюк","4","devourers","Пожиратели","frigate","Frigate","Frigate","ore_hauler","OreHauler","development","ore_hauler_frigate","OreHaulerFrigate","4","2","devourers_ore_hauler_frigate_r03","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","70000","1450","8","18","18","57","57","48","62","36","OreHaulerFrigate R4.","22","56","32","8","38","","","","6","","","Тюк развивает линию «рудный обоз»: редкий для Пожирателей грузовой фрегат с магнитом и привычкой ловить падающую руду корпусом. Четвертый ранг получает первые взрослые охотничьи узлы, но все еще платит за них мягкими бортами. В характеристиках сейчас сильнее всего видны мобильность и добыча руды; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_ore_hauler_frigate_r05","Сани","Сани","5","devourers","Пожиратели","frigate","Frigate","Frigate","ore_hauler","OreHauler","development","ore_hauler_frigate","OreHaulerFrigate","5","2","devourers_ore_hauler_frigate_r04","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","160000","3700","11","24","24","50","50","51","66","36","OreHaulerFrigate R5.","25","54","36","11","42","","","","11","","","Сани развивает линию «рудный обоз»: редкий для Пожирателей грузовой фрегат с магнитом и привычкой ловить падающую руду корпусом. Пятый ранг стал ответом на более крупных левиафанов и первые встречи с бронированными целями. В характеристиках сейчас сильнее всего видны мобильность и добыча руды; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
"devourers_ore_hauler_frigate_r06","Кузов","Кузов","6","devourers","Пожиратели","frigate","Frigate","Frigate","ore_hauler","OreHauler","development","ore_hauler_frigate","OreHaulerFrigate","6","2","devourers_ore_hauler_frigate_r05","basic_airship","","","","","","","placeholder_square","square","#8F3A3A","freight","365000","9000","14","27","27","72","72","54","70","46","OreHaulerFrigate R6.","28","62","34","14","48","","","","15","","","Кузов развивает линию «рудный обоз»: редкий для Пожирателей грузовой фрегат с магнитом и привычкой ловить падающую руду корпусом. Шестой ранг уже строят вокруг конкретного способа убить или утащить добычу, а не вокруг универсальности. В характеристиках сейчас сильнее всего видны мобильность и добыча руды; против тяжелой брони корабль все еще зависит от сближения, гарпуна и правильного угла."
