recipe_id,ship_id,local_name_ru,rank,faction_id,ship_class_id,role_id,branch_id,producer_building_id,scenario_id,scenario_ru,economy_level,time_level,building_level,final_assembly_min,item_work_min,total_work_min,staged_parallel_min,total_work_hours,staged_parallel_hours,metallurgy_min,chemical_reactor_min,construction_min,mechanical_min,instrumentation_min,assembly_min
craft_devourers_harpoon_frigate_r04,devourers_harpoon_frigate_r04,Канат,4,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1097.50,1120.00,725.00,18.67,12.08,702.50,395.00,0.00,0.00,0.00,0.00
craft_devourers_harpoon_frigate_r04,devourers_harpoon_frigate_r04,Канат,4,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,151.35,157.35,104.70,2.62,1.75,98.70,52.65,0.00,0.00,0.00,0.00
craft_devourers_harpoon_frigate_r05,devourers_harpoon_frigate_r05,Улов,5,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,2487.50,2543.75,1636.25,42.40,27.27,1580.00,907.50,0.00,0.00,0.00,0.00
craft_devourers_harpoon_frigate_r05,devourers_harpoon_frigate_r05,Улов,5,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,344.71,359.71,231.08,6.00,3.85,216.08,128.63,0.00,0.00,0.00,0.00
craft_devourers_harpoon_frigate_r06,devourers_harpoon_frigate_r06,Гарпун,6,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,15230.00,15380.00,12090.00,256.33,201.50,4830.00,2005.00,7110.00,1065.00,220.00,0.00
craft_devourers_harpoon_frigate_r06,devourers_harpoon_frigate_r06,Гарпун,6,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,1578.27,1618.27,1310.27,26.97,21.84,322.24,136.65,948.03,142.01,29.34,0.00
craft_devourers_harpoon_frigate_r07,devourers_harpoon_frigate_r07,Рывкач,7,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,39005.00,39342.50,30992.50,655.71,516.54,12245.00,5140.00,18410.00,2770.00,440.00,0.00
craft_devourers_harpoon_frigate_r07,devourers_harpoon_frigate_r07,Рывкач,7,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,4052.69,4142.69,3363.36,69.04,56.06,818.62,351.29,2454.74,369.36,58.68,0.00
craft_devourers_harpoon_frigate_r08,devourers_harpoon_frigate_r08,Ловчий,8,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,105462.50,106137.50,69590.00,1768.96,1159.83,27505.00,18212.50,36360.00,11515.00,6820.00,5050.00
craft_devourers_harpoon_frigate_r08,devourers_harpoon_frigate_r08,Ловчий,8,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,7331.35,7511.35,5386.02,125.19,89.77,1252.74,788.61,3279.94,882.06,454.66,673.34
craft_devourers_harpoon_frigate_r09,devourers_harpoon_frigate_r09,Хват,9,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,270167.50,271405.00,179045.00,4523.42,2984.08,72732.50,45215.00,91600.00,31305.00,15840.00,13475.00
craft_devourers_harpoon_frigate_r09,devourers_harpoon_frigate_r09,Хват,9,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,18356.44,18686.44,13379.77,311.44,223.00,3210.52,1907.86,8042.57,2342.81,1056.00,1796.68
craft_devourers_harpoon_frigate_r10,devourers_harpoon_frigate_r10,Крюк,10,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,692815.00,695065.00,465422.50,11584.42,7757.04,194112.50,119282.50,237410.00,76700.00,33660.00,31650.00
craft_devourers_harpoon_frigate_r10,devourers_harpoon_frigate_r10,Крюк,10,devourers,frigate,harpoon,harpoon_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,49539.67,50139.67,36169.63,835.66,602.83,9711.34,5845.00,21638.26,5881.04,2244.00,4220.03
craft_devourers_brawler_frigate_r02,devourers_brawler_frigate_r02,Кулак,2,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_brawler_frigate_r02,devourers_brawler_frigate_r02,Кулак,2,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_brawler_frigate_r03,devourers_brawler_frigate_r03,Драчун,3,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_brawler_frigate_r03,devourers_brawler_frigate_r03,Драчун,3,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_brawler_frigate_r04,devourers_brawler_frigate_r04,Тесак,4,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1050.00,1072.50,767.50,17.88,12.79,745.00,305.00,0.00,0.00,0.00,0.00
craft_devourers_brawler_frigate_r04,devourers_brawler_frigate_r04,Тесак,4,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,152.03,158.03,108.71,2.63,1.81,102.71,49.32,0.00,0.00,0.00,0.00
craft_devourers_brawler_frigate_r05,devourers_brawler_frigate_r05,Кабан,5,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,2755.00,2811.25,1971.25,46.85,32.85,1915.00,840.00,0.00,0.00,0.00,0.00
craft_devourers_brawler_frigate_r05,devourers_brawler_frigate_r05,Кабан,5,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,380.75,395.75,277.78,6.60,4.63,262.78,117.97,0.00,0.00,0.00,0.00
craft_devourers_brawler_frigate_r06,devourers_brawler_frigate_r06,Лом,6,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,15245.00,15395.00,12480.00,256.58,208.00,5070.00,1885.00,7260.00,810.00,220.00,0.00
craft_devourers_brawler_frigate_r06,devourers_brawler_frigate_r06,Лом,6,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,1605.01,1645.01,1379.01,27.42,22.98,370.99,128.65,968.02,108.01,29.34,0.00
craft_devourers_brawler_frigate_r07,devourers_brawler_frigate_r07,Рубака,7,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,41770.00,42107.50,34222.50,701.79,570.38,13255.00,5300.00,20630.00,2035.00,550.00,0.00
craft_devourers_brawler_frigate_r07,devourers_brawler_frigate_r07,Рубака,7,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,4345.41,4435.41,3735.41,73.92,62.26,894.70,355.29,2750.71,271.36,73.35,0.00
craft_devourers_brawler_frigate_r08,devourers_brawler_frigate_r08,Кромсач,8,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,102535.00,103210.00,68215.00,1720.17,1136.92,27440.00,16805.00,34850.00,10530.00,7660.00,5250.00
craft_devourers_brawler_frigate_r08,devourers_brawler_frigate_r08,Кромсач,8,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,7114.67,7294.67,5247.34,121.58,87.46,1242.08,723.95,3125.25,783.38,540.00,700.01
craft_devourers_brawler_frigate_r09,devourers_brawler_frigate_r09,Бугай,9,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,259905.00,261142.50,179725.00,4352.38,2995.42,74552.50,40477.50,90860.00,25160.00,15780.00,13075.00
craft_devourers_brawler_frigate_r09,devourers_brawler_frigate_r09,Бугай,9,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,18098.97,18428.97,13752.23,307.15,229.20,3597.80,1729.88,8081.07,1821.50,1125.36,1743.36
craft_devourers_brawler_frigate_r10,devourers_brawler_frigate_r10,Бойня,10,devourers,frigate,brawler,brawler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,628750.00,631000.00,438505.00,10516.67,7308.42,189010.00,95310.00,218020.00,61575.00,35610.00,29225.00
craft_devourers_brawler_frigate_r10,devourers_brawler_frigate_r10,Бойня,10,devourers,frigate,brawler,brawler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,45713.16,46313.16,34915.05,771.89,581.92,10233.64,4167.73,20184.69,4658.31,2572.07,3896.72
craft_devourers_ore_hauler_frigate_r02,devourers_ore_hauler_frigate_r02,Короб,2,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r02,devourers_ore_hauler_frigate_r02,Короб,2,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r03,devourers_ore_hauler_frigate_r03,Мешок,3,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r03,devourers_ore_hauler_frigate_r03,Мешок,3,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r04,devourers_ore_hauler_frigate_r04,Тюк,4,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1012.50,1035.00,762.50,17.25,12.71,740.00,272.50,0.00,0.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r04,devourers_ore_hauler_frigate_r04,Тюк,4,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,143.36,149.36,104.71,2.49,1.75,98.71,44.65,0.00,0.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r05,devourers_ore_hauler_frigate_r05,Сани,5,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,2510.00,2566.25,1916.25,42.77,31.94,1860.00,650.00,0.00,0.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r05,devourers_ore_hauler_frigate_r05,Сани,5,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,348.06,363.06,273.76,6.05,4.56,258.76,89.30,0.00,0.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r06,devourers_ore_hauler_frigate_r06,Кузов,6,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,15970.00,16120.00,13215.00,268.67,220.25,5085.00,2175.00,7980.00,730.00,0.00,0.00
craft_devourers_ore_hauler_frigate_r06,devourers_ore_hauler_frigate_r06,Кузов,6,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,1687.00,1727.00,1477.01,28.78,24.62,373.00,152.65,1064.01,97.34,0.00,0.00
craft_devourers_ore_hauler_frigate_r07,devourers_ore_hauler_frigate_r07,Бурдюк,7,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,39502.50,39840.00,32132.50,664.00,535.54,11985.00,5437.50,19810.00,1940.00,330.00,0.00
craft_devourers_ore_hauler_frigate_r07,devourers_ore_hauler_frigate_r07,Бурдюк,7,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,4119.36,4209.36,3538.70,70.16,58.98,807.34,367.96,2641.36,258.69,44.01,0.00
craft_devourers_ore_hauler_frigate_r08,devourers_ore_hauler_frigate_r08,Грузень,8,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,116185.00,116860.00,78985.00,1947.67,1316.42,29415.00,20465.00,43970.00,11510.00,5900.00,4925.00
craft_devourers_ore_hauler_frigate_r08,devourers_ore_hauler_frigate_r08,Грузень,8,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,8302.34,8482.34,6330.34,141.37,105.51,1365.66,897.27,4128.01,861.41,393.32,656.67
craft_devourers_ore_hauler_frigate_r09,devourers_ore_hauler_frigate_r09,Носач,9,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,263812.50,265050.00,183142.50,4417.50,3052.38,71455.00,44577.50,98850.00,27310.00,10020.00,11600.00
craft_devourers_ore_hauler_frigate_r09,devourers_ore_hauler_frigate_r09,Носач,9,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,18510.66,18840.66,14313.34,314.01,238.56,3447.33,1910.52,8989.34,1948.82,667.98,1546.67
craft_devourers_ore_hauler_frigate_r10,devourers_ore_hauler_frigate_r10,Обоз,10,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,638075.00,640325.00,445572.50,10672.08,7426.21,177447.50,105462.50,239950.00,64870.00,24420.00,25925.00
craft_devourers_ore_hauler_frigate_r10,devourers_ore_hauler_frigate_r10,Обоз,10,devourers,frigate,ore_hauler,ore_hauler_frigate,frigate_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,46810.21,47410.21,36102.24,790.17,601.70,9268.20,4687.02,22777.36,4992.99,1627.96,3456.68
craft_devourers_harpoon_cruiser_r02,devourers_harpoon_cruiser_r02,Якорь,2,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_harpoon_cruiser_r02,devourers_harpoon_cruiser_r02,Якорь,2,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_harpoon_cruiser_r03,devourers_harpoon_cruiser_r03,Тянуч,3,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_harpoon_cruiser_r03,devourers_harpoon_cruiser_r03,Тянуч,3,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_harpoon_cruiser_r04,devourers_harpoon_cruiser_r04,Связка,4,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1277.50,1300.00,822.50,21.67,13.71,800.00,477.50,0.00,0.00,0.00,0.00
craft_devourers_harpoon_cruiser_r04,devourers_harpoon_cruiser_r04,Связка,4,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,183.37,189.37,120.05,3.16,2.00,114.05,69.32,0.00,0.00,0.00,0.00
craft_devourers_harpoon_cruiser_r05,devourers_harpoon_cruiser_r05,Захлест,5,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,3340.00,3396.25,2041.25,56.60,34.02,1985.00,1355.00,0.00,0.00,0.00,0.00
craft_devourers_harpoon_cruiser_r05,devourers_harpoon_cruiser_r05,Захлест,5,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,459.44,474.44,285.79,7.91,4.76,270.79,188.65,0.00,0.00,0.00,0.00
craft_devourers_harpoon_cruiser_r06,devourers_harpoon_cruiser_r06,Привязь,6,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,22727.50,22877.50,18477.50,381.29,307.96,7317.50,2985.00,11010.00,1195.00,220.00,0.00
craft_devourers_harpoon_cruiser_r06,devourers_harpoon_cruiser_r06,Привязь,6,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,2379.80,2419.80,2031.13,40.33,33.85,523.11,199.98,1468.02,159.35,29.34,0.00
craft_devourers_harpoon_cruiser_r07,devourers_harpoon_cruiser_r07,Траллер,7,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,58750.00,59087.50,47405.00,984.79,790.08,17967.50,7892.50,29100.00,3110.00,680.00,0.00
craft_devourers_harpoon_cruiser_r07,devourers_harpoon_cruiser_r07,Траллер,7,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,6124.34,6214.34,5174.34,103.57,86.24,1204.29,534.61,3880.05,414.71,90.68,0.00
craft_devourers_harpoon_cruiser_r08,devourers_harpoon_cruiser_r08,Бургарпун,8,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,146255.00,146930.00,100270.00,2448.83,1671.17,38950.00,24575.00,53920.00,13945.00,8140.00,6725.00
craft_devourers_harpoon_cruiser_r08,devourers_harpoon_cruiser_r08,Бургарпун,8,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,10390.95,10570.95,7880.93,176.18,131.35,1821.80,1076.59,4982.45,1070.77,542.66,896.68
craft_devourers_harpoon_cruiser_r09,devourers_harpoon_cruiser_r09,Капкан,9,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,370442.50,371680.00,250617.50,6194.67,4176.96,99185.00,61897.50,132020.00,38765.00,20400.00,18175.00
craft_devourers_harpoon_cruiser_r09,devourers_harpoon_cruiser_r09,Капкан,9,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,330.00,25454.31,25784.31,18918.31,429.74,315.31,4445.36,2628.47,11719.59,2877.55,1359.98,2423.36
craft_devourers_harpoon_cruiser_r10,devourers_harpoon_cruiser_r10,Удержник,10,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,2250.00,858785.00,861035.00,592015.00,14350.58,9866.92,242475.00,139500.00,309240.00,88320.00,41200.00,38050.00
craft_devourers_harpoon_cruiser_r10,devourers_harpoon_cruiser_r10,Удержник,10,devourers,cruiser,harpoon,harpoon_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,600.00,62300.66,62900.66,47018.62,1048.34,783.64,12535.69,6151.59,28809.54,6983.83,2746.62,5073.39
craft_devourers_bomb_cruiser_r02,devourers_bomb_cruiser_r02,Капля,2,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,4.00,0.00,4.00,4.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_bomb_cruiser_r02,devourers_bomb_cruiser_r02,Капля,2,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,1.07,0.00,1.07,1.07,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_bomb_cruiser_r03,devourers_bomb_cruiser_r03,Мина,3,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,9.38,0.00,9.38,9.38,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_bomb_cruiser_r03,devourers_bomb_cruiser_r03,Мина,3,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,2.50,0.00,2.50,2.50,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00
craft_devourers_bomb_cruiser_r04,devourers_bomb_cruiser_r04,Запал,4,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,22.50,1355.00,1377.50,942.50,22.96,15.71,920.00,435.00,0.00,0.00,0.00,0.00
craft_devourers_bomb_cruiser_r04,devourers_bomb_cruiser_r04,Запал,4,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,6.00,190.05,196.05,130.06,3.27,2.17,124.06,65.99,0.00,0.00,0.00,0.00
craft_devourers_bomb_cruiser_r05,devourers_bomb_cruiser_r05,Катапульт,5,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,56.25,3052.50,3108.75,2156.25,51.81,35.94,2100.00,952.50,0.00,0.00,0.00,0.00
craft_devourers_bomb_cruiser_r05,devourers_bomb_cruiser_r05,Катапульт,5,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,15.00,420.11,435.11,300.47,7.25,5.01,285.47,134.64,0.00,0.00,0.00,0.00
craft_devourers_bomb_cruiser_r06,devourers_bomb_cruiser_r06,Ворвень,6,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,150.00,24045.00,24195.00,19980.00,403.25,333.00,7860.00,3040.00,11970.00,955.00,220.00,0.00
craft_devourers_bomb_cruiser_r06,devourers_bomb_cruiser_r06,Ворвень,6,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,40.00,2532.54,2572.54,2204.54,42.88,36.74,568.50,211.31,1596.04,127.35,29.34,0.00
craft_devourers_bomb_cruiser_r07,devourers_bomb_cruiser_r07,Фитиль,7,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,337.50,58332.50,58670.00,48005.00,977.83,800.08,18057.50,7565.00,29610.00,2550.00,550.00,0.00
craft_devourers_bomb_cruiser_r07,devourers_bomb_cruiser_r07,Фитиль,7,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,90.00,6087.77,6177.77,5255.10,102.96,87.59,1217.00,509.28,3948.10,340.04,73.35,0.00
craft_devourers_bomb_cruiser_r08,devourers_bomb_cruiser_r08,Огниво,8,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,675.00,137112.50,137787.50,95747.50,2296.46,1595.79,38277.50,21730.00,50520.00,12170.00,8140.00,6275.00
craft_devourers_bomb_cruiser_r08,devourers_bomb_cruiser_r08,Огниво,8,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,min_mastered_chain,"Минимум: все рецепты выучены, все здания тридцатого уровня",5,5,30,180.00,9987.58,10167.58,7769.55,169.46,129.49,1939.48,958.60,4813.39,896.77,542.66,836.68
craft_devourers_bomb_cruiser_r09,devourers_bomb_cruiser_r09,Разрыв,9,devourers,cruiser,bomb,bomb_cruiser,cruiser_yard,max_untrained_chain,"Максимум: все рецепты новые, все здания первого уровня",0,0,1,1237.50,387912.50,389150.00,272425.00,6485.83,4540.42,110712.50,60215.00,141750.00,37230.00,19280.00,18725.00
